Date,Open,High,Low,Close,Volume,Adj Close
2015-04-06,160.520004,163.339996,160.369995,162.759995,1261300,159.122209
2015-04-07,162.699997,164.630005,162.610001,162.910004,961900,159.268866
2015-04-08,162.320007,164.880005,162.080002,164.210007,1021600,160.539813
2015-04-09,163.759995,165.210007,163.080002,164.570007,742400,160.891767
2015-04-10,164.75,165.949997,164.130005,165.350006,630600,161.654333
2015-04-13,165.0,165.929993,163.559998,163.580002,948900,159.923889
2015-04-14,163.429993,164.369995,162.169998,163.240005,695500,159.591492
2015-04-15,163.839996,164.429993,162.899994,163.240005,642000,159.591492
2015-04-16,162.740005,164.190002,161.850006,163.380005,913600,159.728362
2015-04-17,162.199997,162.289993,159.699997,160.160004,1126100,156.58033
2015-04-20,161.179993,163.229996,160.889999,162.690002,845600,159.053782
2015-04-21,163.720001,163.839996,162.089996,162.490005,986200,158.858255
2015-04-22,162.369995,162.529999,160.649994,162.080002,771900,158.457415
2015-04-23,161.539993,163.940002,161.149994,162.830002,866700,159.190652
2015-04-24,162.5,162.699997,161.259995,161.779999,628600,158.164117
2015-04-27,162.050003,162.929993,160.029999,160.130005,1231500,156.551002
2015-04-28,160.009995,160.949997,158.910004,160.509995,1132300,156.922498
2015-04-29,162.050003,163.380005,158.350006,159.139999,1397300,155.583123
2015-04-30,158.179993,158.839996,152.779999,154.039993,2465400,150.597106
2015-05-01,154.869995,156.059998,154.289993,156.009995,1136500,152.523076
2015-05-04,156.179993,157.429993,155.529999,155.830002,1028800,152.347106
2015-05-05,155.679993,156.490005,152.690002,153.279999,1244400,149.854097
2015-05-06,154.0,154.679993,152.440002,153.300003,1262300,149.873655
2015-05-07,153.300003,154.139999,152.699997,153.460007,1075100,150.030082
2015-05-08,155.0,156.550003,154.759995,156.309998,934200,152.816374
2015-05-11,156.25,157.520004,156.009995,156.350006,746200,152.855488
2015-05-12,155.949997,156.0,154.690002,155.440002,947700,151.965824
2015-05-13,155.380005,156.169998,155.110001,155.220001,822400,151.75074
2015-05-14,156.589996,157.880005,156.050003,157.669998,917100,154.145978
2015-05-15,157.710007,158.869995,157.330002,158.009995,667600,154.478375
2015-05-18,157.910004,158.649994,157.490005,158.020004,704800,154.488161
2015-05-19,158.0,159.440002,157.619995,158.929993,954800,155.377811
2015-05-20,159.429993,160.360001,158.5,159.619995,1093900,156.052391
2015-05-21,160.25,161.789993,160.039993,161.179993,1079900,157.577522
2015-05-22,160.729996,161.050003,159.580002,160.0,956700,156.423903
2015-05-26,159.919998,159.919998,158.050003,158.470001,861400,154.9281
2015-05-27,159.369995,159.649994,158.089996,159.320007,865500,155.759108
2015-05-28,158.0,160.580002,157.660004,160.479996,1256100,157.684961
2015-05-29,159.899994,160.740005,158.270004,159.179993,1909200,156.4076
2015-06-01,159.089996,160.779999,158.300003,159.940002,1329700,157.154373
2015-06-02,159.210007,161.25,157.440002,160.350006,1258600,157.557236
2015-06-03,160.570007,161.440002,159.830002,160.259995,1189100,157.468792
2015-06-04,158.869995,160.350006,157.800003,158.119995,947800,155.366064
2015-06-05,157.470001,157.779999,156.509995,157.289993,928700,154.550518
2015-06-08,157.029999,157.649994,156.490005,156.660004,942700,153.931501
2015-06-09,156.940002,157.779999,156.179993,157.220001,938000,154.481745
2015-06-10,157.839996,159.110001,156.440002,158.559998,1271400,155.798403
2015-06-11,158.820007,161.050003,158.770004,160.770004,923900,157.969919
2015-06-12,159.610001,161.360001,159.100006,161.059998,1027400,158.254861
2015-06-15,159.669998,160.550003,159.0,159.960007,924100,157.174029
2015-06-16,159.039993,163.5,159.039993,161.490005,871700,158.67738
2015-06-17,162.0,163.380005,161.119995,162.869995,831400,160.033335
2015-06-18,163.279999,165.919998,163.220001,165.160004,1150100,162.283459
2015-06-19,164.5,165.970001,164.5,165.050003,1943500,162.175374
2015-06-22,165.789993,166.550003,165.350006,165.470001,960400,162.588057
2015-06-23,165.660004,166.210007,163.729996,164.369995,1249800,161.50721
2015-06-24,164.240005,164.679993,162.889999,163.210007,869100,160.367424
2015-06-25,163.619995,164.100006,162.009995,162.130005,891000,159.306233
2015-06-26,162.419998,162.839996,161.449997,161.770004,2037500,158.952502
2015-06-29,160.800003,161.580002,158.639999,158.679993,1055400,155.916308
2015-06-30,159.990005,160.240005,158.160004,158.630005,900600,155.867191
2015-07-01,159.639999,160.509995,159.039993,160.100006,734400,157.31159
2015-07-02,160.660004,161.229996,158.419998,159.5,975900,156.722034
2015-07-06,158.350006,159.589996,158.100006,159.25,967300,156.476388
2015-07-07,159.830002,161.509995,158.130005,161.389999,986300,158.579116
2015-07-08,160.220001,161.75,160.179993,160.660004,888500,157.861834
2015-07-09,163.009995,164.0,162.550003,162.690002,1228800,159.856477
2015-07-10,164.300003,165.949997,163.679993,165.369995,1167100,162.489793
2015-07-13,167.020004,167.619995,166.0,167.300003,942900,164.386186
2015-07-14,167.160004,168.820007,167.039993,168.490005,1169800,165.555463
2015-07-15,168.210007,169.050003,167.740005,168.589996,991000,165.653712
2015-07-16,169.320007,170.070007,168.470001,169.860001,876600,166.901597
2015-07-17,169.210007,169.970001,168.309998,168.990005,792100,166.046755
2015-07-20,169.539993,170.350006,168.979996,169.830002,877700,166.872121
2015-07-21,169.110001,169.470001,165.979996,166.770004,833800,163.865419
2015-07-22,166.75,167.240005,165.75,166.279999,905400,163.383947
2015-07-23,166.610001,167.589996,165.139999,165.5,1222600,162.617534
2015-07-24,165.589996,165.979996,164.190002,164.800003,665500,161.929728
2015-07-27,163.919998,164.25,162.160004,162.559998,970500,159.728736
2015-07-28,163.410004,164.580002,162.0,163.339996,1584000,160.49515
2015-07-29,170.600006,176.5,167.179993,173.440002,3107200,170.419247
2015-07-30,172.860001,176.020004,172.360001,175.410004,1656800,172.354938
2015-07-31,175.850006,175.850006,172.729996,173.009995,1742300,169.996729
2015-08-03,172.850006,173.360001,170.669998,172.160004,1346300,169.161542
2015-08-04,172.600006,173.210007,171.580002,172.119995,1392300,169.12223
2015-08-05,173.050003,174.520004,172.910004,173.679993,1120900,170.655058
2015-08-06,173.940002,174.110001,171.699997,172.869995,875200,169.859168
2015-08-07,172.720001,173.320007,171.029999,172.649994,872300,169.642998
2015-08-10,174.139999,175.839996,173.740005,175.25,828300,172.197721
2015-08-11,173.270004,173.699997,172.169998,173.270004,767200,170.25221
2015-08-12,171.979996,172.300003,169.610001,171.559998,1152800,168.571986
2015-08-13,172.089996,173.619995,172.0,172.860001,626000,169.849347
2015-08-14,173.029999,174.350006,172.259995,174.179993,718200,171.146349
2015-08-17,173.600006,174.869995,172.350006,174.710007,685700,171.667132
2015-08-18,174.429993,175.779999,174.339996,175.5,727100,172.443366
2015-08-19,174.949997,176.830002,173.600006,175.619995,1024400,172.561272
2015-08-20,173.949997,174.550003,172.589996,172.589996,1118800,169.584045
2015-08-21,171.179993,171.740005,165.210007,165.350006,1985300,162.470152
2015-08-24,152.309998,165.910004,152.309998,160.020004,2293900,157.232981
2015-08-25,163.660004,164.330002,159.070007,159.690002,1760800,156.908727
2015-08-26,162.800003,164.740005,159.139999,164.479996,1479700,161.615294
2015-08-27,165.259995,167.949997,163.770004,167.080002,1168700,164.972413
2015-08-28,166.580002,167.429993,164.490005,165.539993,979200,163.45183
2015-08-31,165.5,165.830002,163.600006,163.740005,974800,161.674548
2015-09-01,160.75,161.690002,158.839996,159.369995,1611100,157.359662
2015-09-02,160.949997,164.630005,160.470001,164.610001,1081300,162.533569
2015-09-03,164.949997,166.910004,164.330002,164.649994,1055200,162.573058
2015-09-04,162.929993,163.25,161.050003,162.300003,1197900,160.25271
2015-09-08,164.889999,168.300003,164.520004,168.009995,1721700,165.890674
2015-09-09,169.899994,170.169998,165.910004,166.259995,761800,164.162749
2015-09-10,165.320007,166.839996,164.960007,165.699997,1045500,163.609816
2015-09-11,165.270004,168.580002,164.839996,168.520004,927100,166.394251
2015-09-14,168.419998,168.830002,167.119995,167.830002,871700,165.712952
2015-09-15,168.229996,170.970001,167.369995,170.330002,1023600,168.181417
2015-09-16,171.770004,171.899994,169.720001,170.960007,928900,168.803474
2015-09-17,171.740005,173.490005,170.330002,170.720001,1196300,168.566496
2015-09-18,168.449997,170.800003,167.960007,168.979996,2347600,166.84844
2015-09-21,169.289993,171.529999,169.169998,170.210007,986000,168.062935
2015-09-22,167.360001,168.429993,166.539993,167.630005,887100,165.515478
2015-09-23,167.919998,168.339996,166.039993,167.419998,844800,165.30812
2015-09-24,165.919998,167.539993,163.699997,166.779999,1102600,164.676194
2015-09-25,167.809998,168.600006,164.839996,165.570007,952900,163.481466
2015-09-28,164.369995,165.529999,162.5,162.649994,1063900,160.598286
2015-09-29,162.649994,163.899994,161.809998,163.550003,784000,161.486942
2015-09-30,165.149994,167.259995,164.479996,165.949997,1248500,163.856662
2015-10-01,166.0,166.399994,162.679993,165.720001,1413700,163.629568
2015-10-02,163.970001,167.600006,163.199997,167.529999,1104100,165.416733
2015-10-05,169.199997,171.259995,168.330002,170.380005,1218400,168.230789
2015-10-06,170.350006,171.399994,168.259995,168.410004,1091700,166.285638
2015-10-07,169.570007,171.369995,168.809998,171.199997,1106100,169.040437
2015-10-08,170.210007,173.800003,169.240005,173.75,1139200,171.558274
2015-10-09,173.639999,176.830002,173.169998,175.75,1485400,173.533046
2015-10-12,176.660004,177.779999,175.389999,177.190002,1325200,174.954883
2015-10-13,176.699997,177.919998,176.229996,177.0,1015800,174.767278
2015-10-14,176.809998,176.929993,173.509995,173.800003,708900,171.607646
2015-10-15,174.520004,174.740005,172.399994,174.059998,1115500,171.864361
2015-10-16,174.949997,175.440002,173.619995,174.880005,1087100,172.674025
2015-10-19,174.059998,174.630005,172.869995,174.580002,602600,172.377806
2015-10-20,173.690002,175.339996,173.190002,174.449997,805000,172.249441
2015-10-21,175.690002,176.050003,173.869995,174.130005,762400,171.933485
2015-10-22,175.050003,180.350006,174.229996,179.5,1286400,177.235742
2015-10-23,180.119995,181.0,178.619995,179.830002,920400,177.561581
2015-10-26,180.039993,180.990005,178.979996,180.289993,1290200,178.01577
2015-10-27,179.580002,181.889999,179.580002,180.600006,1885800,178.321872
2015-10-28,191.020004,193.990005,188.75,190.5,4034200,188.096985
2015-10-29,188.669998,192.25,188.5,190.070007,1926900,187.672417
2015-10-30,190.809998,190.889999,187.75,187.75,1373800,185.381675
2015-11-02,188.479996,189.830002,188.009995,189.539993,1110800,187.149088
2015-11-03,189.110001,189.320007,186.520004,186.639999,941400,184.285676
2015-11-04,187.289993,188.449997,185.410004,186.169998,1088700,183.821603
2015-11-05,186.419998,187.5,185.470001,186.419998,703300,184.06845
2015-11-06,186.020004,186.410004,183.119995,184.009995,1421500,181.688846
2015-11-09,183.369995,184.199997,181.100006,181.660004,1105700,179.368499
2015-11-10,181.039993,182.580002,180.020004,181.490005,928100,179.200645
2015-11-11,181.690002,182.889999,181.399994,181.699997,855900,179.407988
2015-11-12,181.289993,182.149994,179.899994,180.309998,929100,178.035522
2015-11-13,179.470001,181.380005,178.600006,178.820007,960100,176.564327
2015-11-16,179.899994,186.729996,179.399994,186.610001,1780200,184.256055
2015-11-17,188.0,188.0,185.110001,186.139999,1325500,183.791983
2015-11-18,186.449997,188.479996,186.279999,188.139999,845100,185.766754
2015-11-19,188.919998,189.440002,187.179993,188.259995,1030200,185.885236
2015-11-20,189.360001,190.149994,188.839996,189.479996,1243100,187.089848
2015-11-23,189.5,190.0,187.770004,187.830002,889200,185.460667
2015-11-24,186.800003,188.610001,186.179993,188.0,1025800,185.628521
2015-11-25,187.759995,188.949997,186.960007,187.770004,886900,186.193739
2015-11-27,188.070007,188.949997,186.580002,188.410004,456300,186.828366
2015-11-30,188.919998,188.929993,185.949997,186.360001,1534300,184.795572
2015-12-01,187.089996,189.369995,186.600006,187.309998,1035900,185.737594
2015-12-02,186.919998,187.820007,185.419998,185.690002,750100,184.131198
2015-12-03,185.970001,186.380005,182.009995,183.059998,1186600,181.523271
2015-12-04,183.479996,188.199997,183.389999,187.949997,891900,186.372221
2015-12-07,187.970001,188.440002,186.770004,187.990005,707700,186.411894
2015-12-08,186.559998,188.919998,185.960007,188.0,1213900,186.421804
2015-12-09,187.160004,188.570007,185.080002,186.550003,1386000,184.983979
2015-12-10,186.729996,188.240005,186.679993,187.460007,1568700,185.886344
2015-12-11,185.600006,187.110001,185.059998,186.020004,1594200,184.45843
2015-12-14,186.619995,188.5,185.240005,187.070007,1257600,185.499618
2015-12-15,188.029999,189.75,187.610001,187.839996,1933800,186.263144
2015-12-16,189.789993,191.0,187.309998,189.75,1423400,188.157114
2015-12-17,189.910004,190.5,188.289993,188.309998,2444700,186.729199
2015-12-18,187.509995,187.509995,184.410004,184.860001,2908000,183.308164
2015-12-21,186.0,189.070007,185.5,189.009995,1368100,187.42332
2015-12-22,189.919998,190.669998,187.699997,189.369995,876600,187.780299
2015-12-23,190.410004,190.410004,189.360001,190.0,490400,188.405015
2015-12-24,189.399994,190.979996,189.270004,190.110001,230200,188.514092
2015-12-28,189.940002,190.279999,188.639999,189.979996,419100,188.385179
2015-12-29,190.820007,191.820007,190.559998,191.479996,616000,189.872587
2015-12-30,191.399994,191.869995,189.809998,190.080002,470700,188.484345
2015-12-31,189.460007,190.649994,187.550003,188.809998,550600,187.225002
2016-01-04,185.979996,187.600006,185.309998,187.509995,1476100,185.935912
2016-01-05,187.850006,192.860001,187.850006,192.389999,2302200,190.774951
2016-01-06,190.160004,193.199997,190.0,190.470001,1879700,188.871071
2016-01-07,187.899994,189.679993,186.009995,188.110001,2136100,186.530881
2016-01-08,188.789993,189.740005,185.899994,186.070007,1503300,184.508013
2016-01-11,187.479996,188.710007,185.509995,188.110001,1773800,186.530881
2016-01-12,189.059998,189.470001,187.529999,188.919998,1010400,187.334079
2016-01-13,189.0,189.440002,184.570007,184.860001,1099200,183.308164
2016-01-14,184.860001,186.509995,182.869995,185.550003,1062100,183.992374
2016-01-15,181.0,185.100006,180.320007,184.210007,1532800,182.663627
2016-01-19,186.369995,187.279999,183.559998,186.75,2210300,185.182298
2016-01-20,183.839996,185.169998,178.979996,182.559998,1841500,181.027469
2016-01-21,183.470001,184.130005,180.960007,181.220001,1031600,179.698721
2016-01-22,183.229996,184.449997,182.009995,184.110001,857300,182.56446
2016-01-25,184.089996,184.600006,181.619995,181.830002,987900,180.303601
2016-01-26,181.470001,182.740005,178.869995,182.5,1473400,180.967975
2016-01-27,181.429993,182.490005,177.830002,178.190002,1613500,176.694158
2016-01-28,176.399994,181.190002,175.0,180.149994,2078600,178.637696
2016-01-29,181.429993,185.339996,180.029999,185.059998,1831700,183.506482
2016-02-01,186.380005,189.75,184.630005,188.639999,1426000,187.056431
2016-02-02,186.929993,189.179993,186.449997,187.440002,1139500,185.866508
2016-02-03,188.610001,190.050003,186.860001,189.770004,1317200,188.17695
2016-02-04,188.800003,189.899994,185.309998,186.350006,1550400,184.785661
2016-02-05,186.720001,188.589996,185.339996,186.490005,1811100,184.924486
2016-02-08,184.740005,187.929993,184.0,185.619995,1693700,184.061779
2016-02-09,184.169998,188.389999,184.009995,187.320007,1287900,185.74752
2016-02-10,187.740005,189.520004,187.220001,188.330002,1013200,186.749036
2016-02-11,185.119995,186.570007,180.100006,183.910004,1491500,182.366142
2016-02-12,184.559998,185.570007,180.460007,181.25,1594800,179.728468
2016-02-16,182.399994,185.889999,180.149994,184.220001,2165500,182.673537
2016-02-17,185.610001,191.130005,184.449997,190.059998,1226900,188.464509
2016-02-18,190.699997,193.75,190.009995,192.679993,1340100,191.06251
2016-02-19,192.160004,192.639999,190.059998,190.679993,1526600,189.079299
2016-02-22,190.779999,193.410004,190.669998,192.270004,1088600,190.655963
2016-02-23,192.029999,193.320007,190.75,191.309998,806500,189.704015
2016-02-24,190.759995,190.919998,188.059998,190.020004,1020400,188.424851
2016-02-25,190.050003,192.960007,189.419998,192.929993,812300,192.119253
2016-02-26,193.0,193.679993,191.940002,192.220001,861900,191.412245
2016-02-29,191.990005,194.800003,191.339996,192.220001,1171600,191.412245
2016-03-01,193.339996,194.679993,192.429993,193.880005,1214600,193.065273
2016-03-02,193.660004,194.699997,191.830002,193.320007,781200,192.507629
2016-03-03,192.830002,193.529999,189.320007,192.119995,1137000,191.31266
2016-03-04,191.619995,192.440002,190.050003,191.070007,1290100,190.267084
2016-03-07,190.089996,191.160004,186.350006,186.679993,1410800,185.895517
2016-03-08,185.429993,187.669998,185.080002,186.860001,1676600,186.074769
2016-03-09,188.259995,188.339996,186.490005,186.740005,1389800,185.955278
2016-03-10,187.089996,189.0,186.410004,186.75,1161600,185.96523
2016-03-11,188.899994,191.25,188.160004,189.889999,1006300,189.092035
2016-03-14,189.169998,190.149994,187.699997,188.570007,978900,187.77759
2016-03-15,188.039993,191.949997,187.520004,191.669998,911800,190.864554
2016-03-16,190.539993,192.429993,190.0,191.570007,878200,190.764983
2016-03-17,191.600006,192.279999,190.160004,190.910004,1253400,190.107753
2016-03-18,191.679993,194.419998,191.050003,193.990005,1350100,193.174812
2016-03-21,193.350006,195.470001,193.210007,194.179993,839700,193.364
2016-03-22,194.160004,195.169998,193.580002,194.339996,720100,193.523332
2016-03-23,193.960007,195.639999,193.869995,194.960007,986400,194.140737
2016-03-24,193.669998,194.679993,193.25,194.199997,738700,193.383921
2016-03-28,194.210007,195.440002,194.210007,194.880005,623300,194.061071
2016-03-29,194.25,196.75,194.25,196.679993,551400,195.853495
2016-03-30,197.229996,198.880005,197.100006,198.729996,1231000,197.894883
2016-03-31,199.0,199.5,197.309998,197.899994,1881900,197.068369
2016-04-01,196.589996,200.779999,195.660004,200.309998,1117700,199.468246
2016-04-04,200.809998,202.050003,200.050003,201.179993,736700,200.334585
2016-04-05,200.75,203.880005,200.75,202.270004,873000,201.420016
2016-04-06,201.839996,202.5,200.759995,202.100006,1717700,201.250732
2016-04-07,201.520004,202.0,199.660004,200.550003,854300,199.707242
2016-04-08,201.630005,202.0,200.089996,200.570007,798800,199.727163
2016-04-11,200.660004,201.720001,199.490005,199.509995,797000,198.671604
2016-04-12,200.050003,201.029999,199.5,200.199997,706000,199.358707
2016-04-13,200.679993,201.300003,199.020004,201.130005,670500,200.284807
2016-04-14,201.419998,201.820007,199.880005,200.130005,506000,199.289009
2016-04-15,199.639999,201.919998,198.75,201.880005,941500,201.031655
2016-04-18,202.0,202.880005,201.330002,202.789993,664600,201.93782
2016-04-19,203.0,203.410004,201.449997,201.589996,798900,200.742865
2016-04-20,202.070007,202.699997,201.449997,201.580002,883200,200.732913
2016-04-21,200.979996,201.649994,199.860001,200.0,835000,199.159551
2016-04-22,200.229996,201.639999,199.259995,200.75,853300,199.906399
2016-04-25,200.25,200.929993,199.520004,200.729996,698600,199.886479
2016-04-26,200.880005,203.990005,200.880005,203.570007,1390600,202.714556
2016-04-27,207.0,208.990005,200.550003,207.0,1476800,206.130135
2016-04-28,206.5,207.679993,205.020004,205.610001,995200,204.745977
2016-04-29,205.520004,206.369995,204.520004,206.259995,938000,205.393239
2016-05-02,206.869995,208.630005,205.830002,208.309998,1039800,207.434628
2016-05-03,207.440002,209.789993,206.75,209.600006,954800,208.719215
2016-05-04,208.600006,210.740005,208.080002,210.550003,1282000,209.66522
2016-05-05,210.669998,212.009995,210.429993,211.929993,1100700,211.039411
2016-05-06,211.729996,214.169998,211.610001,214.100006,821500,213.200305
2016-05-09,214.300003,215.600006,212.970001,214.630005,830500,213.728077
2016-05-10,215.080002,217.639999,214.720001,217.429993,904900,216.516298
2016-05-11,217.449997,218.399994,214.139999,214.320007,874700,213.419382
2016-05-12,214.550003,218.839996,214.550003,217.979996,1337500,217.06399
2016-05-13,217.0,217.5,213.479996,213.979996,1184100,213.080799
2016-05-16,213.979996,216.330002,213.0,215.729996,671100,214.823445
2016-05-17,215.960007,216.669998,212.210007,213.600006,1063700,212.702406
2016-05-18,213.240005,215.570007,212.710007,214.139999,789900,213.24013
2016-05-19,212.5,213.009995,209.679993,211.070007,929400,210.183039
2016-05-20,212.289993,213.020004,211.130005,212.720001,729300,211.826099
2016-05-23,212.75,213.050003,211.789993,212.160004,602800,211.268455
2016-05-24,212.660004,215.600006,212.660004,214.679993,616800,213.777854
2016-05-25,215.75,216.089996,214.279999,214.330002,613100,213.429334
2016-05-26,213.949997,214.800003,213.330002,213.949997,514100,213.050926
2016-05-27,213.770004,214.649994,213.360001,214.419998,582400,213.518952
2016-05-31,214.419998,215.5,211.210007,212.669998,1026700,211.776306
2016-06-01,211.570007,214.410004,211.279999,214.169998,918900,213.270003
2016-06-02,213.389999,213.839996,212.039993,213.380005,681100,213.380005
2016-06-03,213.009995,215.940002,211.360001,215.179993,868000,215.179993
2016-06-06,215.229996,216.190002,214.820007,215.440002,565500,215.440002
2016-06-07,215.520004,216.690002,215.520004,215.690002,699900,215.690002
2016-06-08,215.699997,217.970001,215.220001,217.660004,596300,217.660004
2016-06-09,217.169998,218.729996,216.690002,218.580002,461200,218.580002
2016-06-10,217.539993,218.509995,216.860001,217.360001,456000,217.360001
2016-06-13,216.669998,217.5,214.860001,215.050003,490700,215.050003
2016-06-14,213.639999,217.089996,213.639999,216.910004,501200,216.910004
2016-06-15,217.690002,218.0,216.619995,217.190002,542900,217.190002
2016-06-16,216.639999,217.119995,214.330002,216.740005,722200,216.740005
2016-06-17,217.0,217.0,212.229996,214.320007,871400,214.320007
2016-06-20,216.100006,216.789993,214.960007,215.160004,652600,215.160004
2016-06-21,216.169998,216.360001,214.770004,214.850006,425500,214.850006
2016-06-22,215.589996,216.009995,214.779999,214.889999,544400,214.889999
2016-06-23,216.630005,216.630005,213.850006,214.699997,554700,214.699997
2016-06-24,209.0,214.990005,208.289993,212.710007,3184600,212.710007
2016-06-27,211.889999,214.389999,210.089996,214.149994,1502700,214.149994
2016-06-28,215.139999,216.179993,212.889999,216.130005,1057900,216.130005
