Date,Open,High,Low,Close,Volume,Adj Close
2015-05-22,125.459999,126.0,125.129997,125.129997,505300,121.859237
2015-05-26,124.699997,124.860001,123.510002,123.739998,811200,120.50557
2015-05-27,124.0,124.839996,123.779999,124.660004,860500,121.401528
2015-05-28,124.040001,124.699997,123.639999,123.82,721200,120.583481
2015-05-29,123.830002,123.830002,122.25,122.889999,717500,119.67779
2015-06-01,122.790001,124.480003,122.32,123.830002,900800,120.593222
2015-06-02,123.830002,126.559998,123.239998,125.529999,1181900,122.248782
2015-06-03,126.300003,126.669998,125.260002,126.300003,913200,122.99866
2015-06-04,125.690002,125.779999,124.199997,124.529999,925600,121.274921
2015-06-05,124.099998,125.339996,123.379997,125.169998,534100,121.898192
2015-06-08,124.790001,125.309998,124.540001,124.989998,753900,121.722897
2015-06-09,125.029999,125.919998,125.0,125.120003,659400,121.849503
2015-06-10,125.989998,126.919998,125.559998,126.720001,691800,123.40768
2015-06-11,126.5,127.050003,126.019997,126.889999,647000,123.573234
2015-06-12,126.75,126.889999,125.620003,125.870003,540000,122.579899
2015-06-15,125.269997,125.269997,123.080002,123.900002,1127400,120.661392
2015-06-16,123.82,124.589996,123.279999,124.089996,653600,120.84642
2015-06-17,124.279999,124.839996,123.279999,124.610001,446300,121.352832
2015-06-18,124.879997,126.32,124.800003,125.589996,627200,122.307212
2015-06-19,125.400002,125.709999,124.300003,124.370003,618300,121.119107
2015-06-22,125.269997,126.230003,124.730003,125.849998,727800,122.560418
2015-06-23,126.18,126.18,125.230003,125.589996,543500,122.307212
2015-06-24,125.5,125.93,125.019997,125.169998,508100,121.898192
2015-06-25,125.169998,125.290001,123.790001,124.019997,410500,120.77825
2015-06-26,124.349998,124.830002,123.970001,124.720001,636600,121.459957
2015-06-29,123.599998,124.790001,122.809998,122.910004,1083400,119.697271
2015-06-30,124.0,125.949997,123.809998,124.639999,1212100,121.382047
2015-07-01,125.989998,126.769997,125.400002,126.269997,1050500,122.969438
2015-07-02,126.349998,126.709999,125.900002,126.129997,573400,122.833098
2015-07-06,124.900002,125.970001,123.82,125.419998,1010000,122.141657
2015-07-07,125.239998,125.989998,123.18,125.199997,1233700,121.927407
2015-07-08,124.07,124.239998,119.970001,120.720001,1173100,117.564513
2015-07-09,122.360001,123.050003,121.190002,121.489998,820100,118.314383
2015-07-10,122.669998,122.910004,121.32,122.169998,643100,118.976609
2015-07-13,123.169998,124.919998,122.940002,124.400002,739100,121.148322
2015-07-14,124.379997,125.389999,123.75,125.0,553400,121.732637
2015-07-15,124.769997,125.599998,122.709999,122.889999,849700,119.67779
2015-07-16,124.059998,124.800003,122.970001,123.5,585300,120.271846
2015-07-17,123.410004,124.07,122.769997,123.739998,666900,120.50557
2015-07-20,123.559998,123.889999,122.559998,123.379997,607400,120.15498
2015-07-21,123.139999,123.32,120.139999,120.809998,1024400,117.652157
2015-07-22,120.510002,121.330002,120.160004,120.300003,875200,117.155493
2015-07-23,120.089996,120.57,117.830002,117.900002,1131200,114.818225
2015-07-24,117.900002,118.220001,117.110001,117.519997,1151800,114.448153
2015-07-27,116.599998,116.75,115.169998,116.32,1053900,113.279523
2015-07-28,117.510002,119.400002,116.489998,119.230003,1430200,116.113462
2015-07-29,117.57,117.57,115.0,116.360001,1857400,113.318478
2015-07-30,115.389999,118.110001,114.650002,117.099998,1244600,114.039133
2015-07-31,117.940002,118.459999,116.559998,116.779999,702900,113.727498
2015-08-03,117.050003,117.129997,114.669998,115.309998,782800,112.295921
2015-08-04,115.650002,116.410004,114.730003,114.959999,750900,111.955071
2015-08-05,115.510002,117.389999,115.510002,116.029999,741400,112.997102
2015-08-06,116.279999,117.339996,115.190002,116.419998,921600,113.376907
2015-08-07,115.959999,116.889999,114.910004,115.900002,840200,112.870503
2015-08-10,116.779999,118.989998,116.419998,118.940002,1116100,115.831041
2015-08-11,117.580002,117.879997,116.279999,116.739998,904700,113.688543
2015-08-12,115.68,116.400002,114.559998,115.839996,1238800,112.812066
2015-08-13,114.910004,115.629997,113.510002,115.190002,606000,112.812074
2015-08-14,115.089996,116.489998,114.790001,116.169998,512500,113.771839
2015-08-17,115.330002,117.150002,114.57,117.0,481500,114.584707
2015-08-18,116.370003,116.699997,115.349998,115.68,628400,113.291956
2015-08-19,115.0,115.989998,113.43,114.010002,749200,111.656433
2015-08-20,112.959999,113.949997,111.230003,111.230003,833000,108.933823
2015-08-21,111.0,111.730003,108.849998,108.940002,1020000,106.691096
2015-08-24,105.900002,108.849998,101.459999,105.169998,1733100,102.998918
2015-08-25,107.910004,107.910004,103.519997,103.57,1063800,101.431949
2015-08-26,106.260002,107.300003,104.629997,107.099998,977500,104.889076
2015-08-27,108.160004,111.440002,107.940002,111.220001,1292300,108.924028
2015-08-28,110.660004,112.18,109.139999,111.669998,764700,109.364735
2015-08-31,111.339996,112.419998,110.690002,111.830002,1074200,109.521436
2015-09-01,109.0,109.830002,107.010002,107.550003,1429600,105.329791
2015-09-02,109.169998,109.209999,107.239998,108.349998,1679800,106.113272
2015-09-03,108.540001,109.57,107.629997,107.989998,1090000,105.760703
2015-09-04,106.720001,107.279999,105.839996,106.260002,723600,104.06642
2015-09-08,107.75,109.639999,107.449997,109.620003,874200,107.357059
2015-09-09,109.779999,110.480003,106.010002,106.190002,945400,103.997866
2015-09-10,106.0,106.459999,104.5,105.150002,1074400,102.979334
2015-09-11,105.040001,106.75,104.480003,105.900002,1114500,103.713851
2015-09-14,105.739998,106.279999,104.690002,104.940002,668800,102.77367
2015-09-15,105.760002,106.599998,104.760002,106.550003,1036200,104.350435
2015-09-16,106.470001,107.839996,106.269997,107.580002,1299600,105.359171
2015-09-17,107.349998,107.610001,105.510002,105.839996,1509700,103.655085
2015-09-18,104.580002,104.769997,103.300003,103.790001,1685000,101.647409
2015-09-21,104.029999,104.980003,103.68,104.010002,854600,101.862868
2015-09-22,102.449997,103.540001,102.07,103.099998,1694900,100.97165
2015-09-23,103.599998,103.639999,100.760002,101.400002,1367500,99.306747
2015-09-24,100.089996,101.639999,99.0,101.050003,1212200,98.963974
2015-09-25,101.550003,101.989998,99.610001,100.279999,1046900,98.209865
2015-09-28,99.330002,102.0,99.190002,99.900002,1553200,97.837713
2015-09-29,100.230003,101.230003,99.93,100.360001,1278900,98.288216
2015-09-30,100.839996,101.949997,99.839996,101.470001,1551100,99.375302
2015-10-01,101.419998,102.0,99.769997,100.360001,1119200,98.288216
2015-10-02,99.239998,102.419998,98.470001,102.410004,1042500,100.295899
2015-10-05,102.18,104.07,100.300003,104.029999,1107500,101.882452
2015-10-06,103.889999,104.910004,103.730003,104.330002,1140700,102.176262
2015-10-07,104.0,105.139999,101.580002,103.120003,1893900,100.991242
2015-10-08,102.800003,105.830002,102.519997,105.419998,1504600,103.243757
2015-10-09,105.800003,106.620003,104.870003,105.580002,937600,103.400458
2015-10-12,105.760002,106.050003,104.720001,105.519997,694200,103.341691
2015-10-13,104.449997,106.900002,104.400002,104.540001,910300,102.381926
2015-10-14,104.449997,104.919998,103.660004,103.849998,844000,101.706168
2015-10-15,104.07,105.32,102.959999,105.239998,812000,103.067473
2015-10-16,105.360001,105.360001,102.610001,104.279999,1338200,102.127291
2015-10-19,103.519997,104.290001,102.620003,103.160004,947200,101.030417
2015-10-20,102.959999,104.529999,102.169998,104.349998,1048800,102.195846
2015-10-21,104.910004,105.989998,103.849998,103.919998,697700,101.774722
2015-10-22,103.940002,107.580002,103.57,107.050003,1640000,104.840113
2015-10-23,108.260002,109.190002,107.849998,108.040001,1102000,105.809674
2015-10-26,108.290001,108.959999,107.410004,107.57,578000,105.349375
2015-10-27,106.580002,106.959999,103.989998,105.239998,1161600,103.067473
2015-10-28,105.839996,109.0,105.449997,108.720001,1107700,106.475636
2015-10-29,107.32,108.599998,107.190002,108.559998,909200,106.318936
2015-10-30,108.879997,110.470001,108.699997,109.160004,1079400,106.906556
2015-11-02,109.199997,110.769997,108.18,110.559998,701000,108.277649
2015-11-03,110.019997,110.959999,109.160004,110.139999,908700,107.866321
2015-11-04,110.639999,111.029999,109.129997,109.629997,778500,107.366847
2015-11-05,109.449997,110.050003,108.739998,108.949997,1028000,106.700884
2015-11-06,108.68,109.43,107.690002,109.0,1417300,106.749855
2015-11-09,108.980003,108.980003,106.949997,107.790001,1856800,105.564835
2015-11-10,102.110001,104.720001,101.82,104.18,2963700,102.029357
2015-11-11,103.25,105.370003,101.269997,103.910004,1482000,101.764934
2015-11-12,102.440002,104.410004,102.0,102.379997,1326000,100.266512
2015-11-13,101.870003,103.989998,101.75,102.639999,1191000,100.521147
2015-11-16,102.099998,104.739998,102.059998,104.650002,1277200,102.489656
2015-11-17,104.900002,105.370003,102.550003,103.050003,886800,100.922687
2015-11-18,103.5,106.190002,103.400002,106.07,1236700,103.88034
2015-11-19,105.720001,106.519997,104.279999,105.760002,1074800,104.289568
2015-11-20,106.279999,107.089996,104.940002,105.18,1002800,103.71763
2015-11-23,105.260002,106.169998,103.970001,104.470001,1107200,103.017503
2015-11-24,104.300003,104.480003,103.629997,104.010002,750800,102.563899
2015-11-25,103.910004,105.669998,103.779999,105.129997,1335100,103.668322
2015-11-27,105.029999,107.239998,104.82,107.010002,685500,105.522189
2015-11-30,107.540001,107.730003,106.300003,106.440002,1295400,104.960114
2015-12-01,106.419998,107.699997,105.779999,106.919998,1138700,105.433436
2015-12-02,106.709999,107.510002,105.169998,105.269997,1252900,103.806375
2015-12-03,105.989998,106.150002,103.18,104.080002,1244800,102.632926
2015-12-04,104.330002,106.75,103.809998,106.730003,1231000,105.246083
2015-12-07,106.040001,106.980003,105.940002,106.839996,1204300,105.354547
2015-12-08,105.440002,105.660004,103.82,103.910004,1018200,102.465291
2015-12-09,103.639999,105.910004,103.220001,103.809998,870700,102.366675
2015-12-10,103.730003,104.949997,103.190002,103.699997,692700,102.258204
2015-12-11,102.410004,103.230003,101.379997,101.580002,977600,100.167684
2015-12-14,101.839996,103.410004,101.440002,103.339996,1311900,101.903209
2015-12-15,103.620003,103.809998,101.510002,101.540001,1436300,100.12824
2015-12-16,102.779999,104.0,101.720001,103.379997,1633200,101.942654
2015-12-17,103.309998,104.059998,99.970001,100.019997,1220300,98.629369
2015-12-18,100.019997,100.629997,98.919998,99.620003,1525600,98.234936
2015-12-21,100.690002,101.239998,99.580002,100.75,684800,99.349223
2015-12-22,101.330002,102.599998,99.739998,102.010002,940600,100.591706
2015-12-23,102.800003,104.470001,102.220001,104.199997,855800,102.751252
2015-12-24,104.050003,105.0,103.389999,103.82,298200,102.376538
2015-12-28,103.519997,104.129997,102.629997,103.230003,504000,101.794745
2015-12-29,104.059998,105.18,103.610001,104.959999,645700,103.500688
2015-12-30,104.550003,105.470001,103.910004,103.980003,503200,102.534318
2015-12-31,103.730003,104.150002,102.610001,102.610001,562700,101.183363
2016-01-04,100.709999,101.550003,99.029999,101.519997,1429300,100.108514
2016-01-05,101.18,101.940002,100.099998,100.610001,670600,99.21117
2016-01-06,99.099998,99.559998,97.019997,97.919998,1400800,96.558568
2016-01-07,96.080002,96.389999,93.220001,93.43,1860000,92.130996
2016-01-08,94.150002,95.489998,93.220001,93.470001,1246000,92.170441
2016-01-11,94.019997,94.57,92.449997,93.449997,1435500,92.150715
2016-01-12,94.760002,94.970001,92.75,94.32,1089500,93.008622
2016-01-13,94.779999,95.5,92.639999,92.970001,1382200,91.677393
2016-01-14,93.370003,94.260002,91.300003,92.589996,1509000,91.302671
2016-01-15,89.900002,92.419998,89.480003,91.68,1537700,90.405328
2016-01-19,92.629997,92.849998,89.849998,91.260002,1690300,89.991169
2016-01-20,89.470001,90.75,87.529999,89.709999,2139700,88.462716
2016-01-21,90.589996,91.510002,88.110001,90.059998,1326300,88.807849
2016-01-22,91.449997,92.459999,89.940002,91.580002,883300,90.306719
2016-01-25,91.459999,91.830002,89.68,90.660004,1380800,89.399512
2016-01-26,91.419998,95.419998,91.129997,94.470001,2476900,93.156538
2016-01-27,92.07,97.459999,91.989998,93.870003,2250000,92.564881
2016-01-28,93.860001,94.580002,92.150002,93.129997,1703500,91.835164
2016-01-29,93.550003,95.739998,92.699997,95.57,1306700,94.241242
2016-02-01,94.360001,95.199997,92.919998,94.470001,1417800,93.156538
2016-02-02,93.120003,93.800003,92.07,92.730003,1539100,91.440732
2016-02-03,93.790001,95.169998,91.860001,95.059998,1445000,93.738331
2016-02-04,95.309998,101.669998,95.309998,98.639999,2654500,97.268558
2016-02-05,98.629997,99.739998,97.379997,98.830002,2336400,97.455919
2016-02-08,97.620003,98.089996,95.919998,97.400002,1104800,96.045801
2016-02-09,96.010002,98.099998,95.809998,97.269997,1033900,95.917603
2016-02-10,97.580002,98.32,95.419998,95.550003,897300,94.221524
2016-02-11,92.93,95.010002,91.650002,93.989998,1135700,93.391835
2016-02-12,95.25,96.699997,93.980003,96.330002,1431600,95.716947
2016-02-16,97.620003,101.07,96.339996,100.260002,1555800,99.621937
2016-02-17,101.050003,102.779999,101.050003,102.25,1346400,101.59927
2016-02-18,102.5,103.150002,101.5,101.919998,897500,101.271368
2016-02-19,101.260002,102.050003,99.669998,101.599998,1010800,100.953405
2016-02-22,102.900002,105.400002,102.68,105.07,1963800,104.401323
2016-02-23,104.360001,105.290001,102.620003,102.660004,1042800,102.006664
2016-02-24,101.389999,102.57,99.940002,102.410004,976800,101.758255
2016-02-25,102.449997,104.059998,101.940002,104.040001,935200,103.377879
2016-02-26,104.790001,105.449997,104.260002,104.879997,849100,104.21253
2016-02-29,104.870003,105.809998,104.080002,104.089996,844700,103.427556
2016-03-01,105.110001,107.599998,104.5,106.800003,962500,106.120316
2016-03-02,106.669998,107.43,104.279999,107.339996,989300,106.656873
2016-03-03,107.5,107.75,105.720001,106.980003,889000,106.299171
2016-03-04,107.010002,108.559998,106.470001,107.379997,902200,106.696619
2016-03-07,107.019997,108.879997,107.019997,108.839996,610400,108.147327
2016-03-08,107.610001,107.610001,105.339996,105.379997,957600,104.709348
2016-03-09,106.07,106.669998,105.029999,105.220001,785300,104.55037
2016-03-10,105.519997,106.5,104.480003,106.089996,904500,105.414828
2016-03-11,107.0,107.470001,106.279999,106.610001,977700,105.931523
2016-03-14,106.129997,107.739998,105.690002,107.550003,660600,106.865543
2016-03-15,106.440002,107.370003,105.110001,107.18,731900,106.497895
2016-03-16,107.089996,109.75,106.669998,109.540001,875000,108.842877
2016-03-17,109.870003,113.610001,109.519997,112.980003,1523300,112.260987
2016-03-18,115.620003,115.620003,112.379997,113.510002,1595100,112.787612
2016-03-21,113.169998,114.190002,112.919998,114.07,765500,113.344046
2016-03-22,113.239998,114.690002,113.029999,114.059998,793500,113.334108
2016-03-23,113.559998,113.989998,112.839996,113.050003,552900,112.330541
2016-03-24,111.949997,112.169998,110.519997,111.57,1058600,110.859956
2016-03-28,112.029999,112.300003,110.879997,111.889999,518300,111.177919
2016-03-29,111.239998,112.839996,110.510002,112.75,774000,112.032447
2016-03-30,114.150002,115.260002,113.199997,114.349998,979500,113.622263
2016-03-31,114.150002,114.709999,113.309998,113.75,777500,113.026083
2016-04-01,112.25,113.730003,110.93,113.559998,1326000,112.83729
2016-04-04,113.220001,113.540001,111.919998,111.949997,781200,111.237535
2016-04-05,110.970001,111.860001,110.419998,111.370003,836500,110.661232
2016-04-06,111.620003,111.690002,109.43,111.580002,1194900,110.869895
2016-04-07,110.830002,111.889999,110.400002,110.980003,566000,110.273715
2016-04-08,112.43,113.349998,110.949997,111.489998,524400,110.780464
2016-04-11,111.809998,113.489998,111.68,111.980003,576200,111.267351
2016-04-12,112.0,113.639999,111.989998,112.989998,394900,112.270917
2016-04-13,114.0,115.800003,113.550003,115.550003,962800,114.81463
2016-04-14,115.410004,116.730003,113.790001,116.410004,1204700,115.669158
2016-04-15,116.209999,116.959999,115.449997,116.860001,930900,116.116291
2016-04-18,115.629997,117.260002,115.629997,117.059998,606600,116.315015
2016-04-19,117.32,118.190002,115.709999,116.190002,935500,115.450557
2016-04-20,116.650002,116.75,115.339996,115.620003,656700,114.884185
2016-04-21,115.040001,116.230003,114.68,114.989998,532400,114.258189
2016-04-22,115.260002,115.739998,114.519997,115.110001,974300,114.377428
2016-04-25,114.559998,115.93,114.559998,114.769997,649300,114.039588
2016-04-26,115.519997,116.089996,114.870003,115.919998,803300,115.182271
2016-04-27,114.540001,116.300003,112.5,115.690002,908600,114.953739
2016-04-28,114.860001,115.959999,113.860001,114.239998,739400,113.512962
2016-04-29,113.959999,114.400002,112.849998,113.470001,894200,112.747866
2016-05-02,113.529999,113.910004,112.279999,113.239998,1120800,112.519326
2016-05-03,112.510002,112.540001,111.660004,112.360001,694500,111.64493
2016-05-04,112.019997,112.57,110.449997,111.050003,768700,110.343269
2016-05-05,111.699997,112.620003,111.010002,111.68,1091300,110.969257
2016-05-06,111.440002,112.269997,110.760002,112.190002,496900,111.476013
2016-05-09,111.760002,112.279999,110.93,111.290001,535500,110.581739
2016-05-10,111.589996,113.989998,111.32,113.800003,994900,113.075768
2016-05-11,113.739998,114.629997,113.18,113.919998,877000,113.194999
2016-05-12,113.589996,114.160004,112.720001,114.010002,1120000,114.010002
2016-05-13,113.800003,114.699997,112.540001,113.080002,1177900,113.080002
2016-05-16,113.379997,115.099998,112.75,114.580002,613500,114.580002
2016-05-17,114.370003,115.5,113.309998,113.739998,526200,113.739998
2016-05-18,112.959999,114.239998,111.660004,112.25,763500,112.25
2016-05-19,111.220001,111.370003,109.32,110.230003,1086800,110.230003
2016-05-20,110.959999,111.639999,110.760002,111.169998,587000,111.169998
2016-05-23,110.959999,112.279999,110.400002,111.790001,650100,111.790001
2016-05-24,112.089996,114.309998,111.779999,113.669998,628400,113.669998
2016-05-25,114.400002,115.93,114.129997,115.75,958700,115.75
2016-05-26,116.029999,117.209999,115.589996,116.769997,1106000,116.769997
2016-05-27,116.769997,117.089996,115.959999,116.510002,685800,116.510002
2016-05-31,116.690002,116.989998,115.32,116.050003,737600,116.050003
2016-06-01,115.43,116.300003,114.239998,116.160004,634800,116.160004
2016-06-02,116.0,117.470001,115.43,117.470001,695600,117.470001
2016-06-03,117.349998,118.400002,115.540001,118.18,821700,118.18
2016-06-06,118.599998,119.589996,117.989998,118.910004,967300,118.910004
2016-06-07,119.25,120.0,118.769997,118.830002,686500,118.830002
2016-06-08,119.300003,119.989998,118.660004,119.019997,638800,119.019997
2016-06-09,118.160004,119.040001,117.790001,118.739998,505000,118.739998
2016-06-10,117.339996,117.879997,115.919998,116.699997,775900,116.699997
2016-06-13,115.830002,116.769997,115.220001,115.940002,714600,115.940002
2016-06-14,115.480003,116.900002,115.0,116.120003,441500,116.120003
2016-06-15,116.370003,117.110001,115.449997,115.580002,676200,115.580002
2016-06-16,114.75,116.25,113.870003,115.889999,842300,115.889999
2016-06-17,116.110001,117.230003,115.529999,116.699997,1092900,116.699997
2016-06-20,118.410004,119.639999,117.830002,118.0,715800,118.0
2016-06-21,118.029999,118.080002,116.510002,117.220001,676700,117.220001
2016-06-22,117.629997,118.459999,117.529999,117.989998,833900,117.989998
2016-06-23,119.589996,120.599998,119.150002,120.519997,979800,120.519997
2016-06-24,115.370003,117.0,112.080002,112.370003,2004800,112.370003
2016-06-27,110.339996,110.639999,107.169998,108.110001,1410600,108.110001
2016-06-28,109.190002,110.349998,108.599998,109.860001,1313100,109.860001
